brier_score
0.38500000
0.37150000
0.39400000
0.37600000
0.36700000
0.36250000
0.37150000
0.37150000
0.36250000
0.38050000
0.37600000
0.36250000
0.35350000
0.37150000
0.37600000
0.39400000
0.36250000
0.36700000
0.38050000
0.37600000
0.38050000
0.37600000
0.39850000
0.37600000
0.38500000
0.37600000
0.38050000
0.37600000
0.38500000
0.37600000
0.36250000
0.38500000
0.34900000
0.38950000
0.36250000
0.36700000
0.38950000
0.37600000
0.38950000
0.38500000
0.37150000
0.37600000
0.38500000
0.37600000
0.37600000
0.35350000
0.37600000
0.36700000
0.38500000
0.38050000
0.37600000
0.36250000
0.37150000
0.38950000
0.35350000
0.38050000
0.37150000
0.37150000
0.38950000
0.36700000
0.38050000
0.37150000
0.37600000
0.35350000
0.38950000
0.36250000
0.36700000
0.37600000
0.36250000
0.34900000
0.36700000
0.38500000
0.36250000
0.36700000
0.37150000
0.37600000
0.36700000
0.38050000
0.37600000
0.36250000
0.35350000
0.37600000
0.38050000
0.36700000
0.36250000
0.37150000
0.36700000
0.37600000
0.38050000
0.36700000
0.38500000
0.37150000
0.33550000
0.37600000
0.37150000
0.36250000
0.38950000
0.39400000
0.39400000
0.37150000
0.38500000
0.37600000
0.38050000
0.37600000
0.37600000
0.38050000
0.34900000
0.36250000
0.37600000
0.37150000
0.36700000
0.38050000
0.38050000
0.37600000
0.38050000
0.36700000
0.38500000
0.35800000
0.37600000
0.35800000
0.38500000
0.37150000
0.36250000
0.37600000
0.38950000
0.34900000
0.34450000
0.36700000
0.36700000
0.36700000
0.39400000
0.38050000
0.35350000
0.38050000
0.36250000
0.36700000
0.38500000
0.39400000
0.36250000
0.36250000
0.37600000
0.36700000
0.35350000
0.38950000
0.37150000
0.35800000
0.38050000
0.38050000
0.38500000
0.36700000
0.35350000
0.34450000
0.36250000
0.38500000
0.38500000
0.39400000
0.38500000
0.39400000
0.35800000
0.36700000
0.40750000
0.38950000
0.39400000
0.38050000
0.38050000
0.39850000
0.37600000
0.37600000
0.37150000
0.34900000
0.37150000
0.38050000
0.38500000
0.35800000
0.35800000
0.38500000
0.38050000
0.38050000
0.35800000
0.37600000
0.38050000
0.37150000
0.38050000
0.38050000
0.38050000
0.38950000
0.38950000
0.39400000
0.37600000
0.37600000
0.38050000
0.37150000
0.37150000
0.38050000
0.37600000
0.39400000
0.38950000
0.36700000
0.38050000
0.39400000
0.38050000
0.39400000
0.35800000
0.32200000
0.37600000
0.34900000
0.34900000
0.37150000
0.38050000
0.36700000
0.38050000
0.34900000
0.36250000
0.34900000
0.38050000
0.37600000
0.37150000
0.37150000
0.35350000
0.38050000
0.38500000
0.36700000
0.38050000
0.34000000
0.37600000
0.38950000
0.40300000
0.36250000
0.39400000
0.36700000
0.36250000
0.38500000
0.38500000
0.38950000
0.34000000
0.36700000
0.38950000
0.37150000
0.37600000
0.37150000
0.38500000
0.36700000
0.38950000
0.37150000
0.37600000
0.38050000
0.36250000
0.35350000
0.38050000
0.35350000
0.37150000
0.39850000
0.38500000
0.36250000
0.35350000
0.35800000
0.38500000
0.37150000
0.37600000
0.37150000
0.37150000
0.34000000
0.37600000
0.37150000
0.38050000
0.33550000
0.36700000
0.38950000
0.37150000
0.36700000
0.35350000
0.38050000
0.34900000
0.36250000
0.35800000
0.38500000
0.38050000
0.36700000
0.37150000
0.39400000
0.38500000
0.38950000
0.38050000
0.38050000
0.35800000
0.36700000
0.37150000
0.37150000
0.37150000
0.35350000
0.37600000
0.36250000
0.38050000
0.36700000
0.38050000
0.36700000
0.38500000
0.37600000
0.37150000
0.37600000
0.36250000
0.37600000
0.37150000
0.35350000
0.37150000
0.36250000
0.35800000
0.36700000
0.36250000
0.36700000
0.38050000
0.38950000
0.38500000
0.38950000
0.36700000
0.37600000
0.37600000
0.36700000
0.34900000
0.38050000
0.37150000
0.38500000
0.37150000
0.38050000
0.37600000
0.38500000
0.38500000
0.37600000
0.36700000
0.36700000
0.32650000
0.37150000
0.37150000
0.38050000
0.35800000
0.37600000
0.37600000
0.36250000
0.38500000
0.37150000
0.37150000
0.36700000
0.34900000
0.38950000
0.38950000
0.39400000
0.35350000
0.35350000
0.38050000
0.36700000
0.38950000
0.38950000
0.37600000
0.38050000
0.36700000
0.38950000
0.35800000
0.36700000
0.37600000
0.39400000
0.35350000
0.36700000
0.38950000
0.37150000
0.35350000
0.35800000
0.38050000
0.38050000
0.37600000
0.35350000
0.37150000
0.36700000
0.38500000
0.39400000
0.37600000
0.38500000
0.34900000
