brier_score
0.21100000
0.22750000
0.23950000
0.23650000
0.21850000
0.22750000
0.23200000
0.21850000
0.22000000
0.21100000
0.22150000
0.24100000
0.21850000
0.22450000
0.23050000
0.19900000
0.24550000
0.22750000
0.22000000
0.24250000
0.21700000
0.21400000
0.21700000
0.22600000
0.23800000
0.23650000
0.23200000
0.22000000
0.20800000
0.24550000
0.23200000
0.23200000
0.21100000
0.21700000
0.21400000
0.22300000
0.24250000
0.24550000
0.21700000
0.23800000
0.22900000
0.21850000
0.24250000
0.22150000
0.23500000
0.23500000
0.23500000
0.23200000
0.20950000
0.23950000
0.24100000
0.23650000
0.20950000
0.23200000
0.22000000
0.21400000
0.23350000
0.24100000
0.23200000
0.23200000
0.24250000
0.23200000
0.22150000
0.23200000
0.22600000
0.22450000
0.21250000
0.22000000
0.24700000
0.21550000
0.25000000
0.24400000
0.22600000
0.22900000
0.23950000
0.21400000
0.21850000
0.23350000
0.22600000
0.22900000
0.23950000
0.25600000
0.22900000
0.21550000
0.23950000
0.22300000
0.22300000
0.22000000
0.23950000
0.23800000
0.22150000
0.23350000
0.22150000
0.22900000
0.24850000
0.24100000
0.23200000
0.23050000
0.21100000
0.23950000
0.22750000
0.21850000
0.22600000
0.22000000
0.23050000
0.20650000
0.24100000
0.23950000
0.21250000
0.22900000
0.21550000
0.22900000
0.21550000
0.21850000
0.24100000
0.22600000
0.22300000
0.23800000
0.22300000
0.23950000
0.24700000
0.23500000
0.22600000
0.23050000
0.22750000
0.21850000
0.22150000
0.24700000
0.21850000
0.22600000
0.22600000
0.21550000
0.23500000
0.25750000
0.21850000
0.20650000
0.23500000
0.22000000
0.23200000
0.25150000
0.23050000
0.21550000
0.22750000
0.23200000
0.21400000
0.23350000
0.23650000
0.23050000
0.21700000
0.22150000
0.23800000
0.24250000
0.23050000
0.21850000
0.23200000
0.23500000
0.23200000
0.22750000
0.23200000
0.21850000
0.22000000
0.22900000
0.23500000
0.25000000
0.22150000
0.23800000
0.22600000
0.22600000
0.22300000
0.23350000
0.22750000
0.22600000
0.24850000
0.22750000
0.22750000
0.22300000
0.22000000
0.23050000
0.24550000
0.22750000
0.23050000
0.23050000
0.22300000
0.22150000
0.23800000
0.23950000
0.23050000
0.22600000
0.22450000
0.22150000
0.21250000
0.23650000
0.21550000
0.21700000
0.22900000
0.20800000
0.23200000
0.23800000
0.24250000
0.22300000
0.22000000
0.21550000
0.22900000
0.22600000
0.24400000
0.22750000
0.24100000
0.24250000
0.22450000
0.21100000
0.24100000
0.23050000
0.23050000
0.21250000
0.22300000
0.21850000
0.22000000
0.22300000
0.21700000
0.21250000
0.21700000
0.23050000
0.24250000
0.23650000
0.23950000
0.21250000
0.23350000
0.21700000
0.22600000
0.23050000
0.23800000
0.23050000
0.22150000
0.22000000
0.23950000
0.22000000
0.22150000
0.21700000
0.23350000
0.21100000
0.23050000
0.23050000
0.23350000
0.23950000
0.22750000
0.22300000
0.21550000
0.22300000
0.22900000
0.22750000
0.22300000
0.22000000
0.22150000
0.21850000
0.22750000
0.23800000
0.22150000
0.20950000
0.23350000
0.21250000
0.22600000
0.22900000
0.21550000
0.22600000
0.22000000
0.22000000
0.21100000
0.21550000
0.23500000
0.22300000
0.20800000
0.22750000
0.21100000
0.24400000
0.22150000
0.23500000
0.23350000
0.24250000
0.21700000
0.22000000
0.21400000
0.23200000
0.23050000
0.23350000
0.23350000
0.22450000
0.22450000
0.22300000
0.22000000
0.21700000
0.23050000
0.24550000
0.24850000
0.23500000
0.22150000
0.22000000
0.23500000
0.23500000
0.22900000
0.22750000
0.23950000
0.25300000
0.24100000
0.22300000
0.23500000
0.22450000
0.24550000
0.23050000
0.24250000
0.22300000
0.23200000
0.24100000
0.22900000
0.22750000
0.23200000
0.22150000
0.23800000
0.23650000
0.21700000
0.22150000
0.21400000
0.21250000
0.22300000
0.23650000
0.23200000
0.23350000
0.22900000
0.21700000
0.24250000
0.22750000
0.22150000
0.23650000
0.23350000
0.23050000
0.23650000
0.22900000
0.23200000
0.21100000
0.21700000
0.21700000
0.23350000
0.21850000
0.20200000
0.21850000
0.22300000
0.22000000
0.23500000
0.23650000
0.21400000
0.23050000
0.22750000
0.21550000
0.21400000
0.21400000
0.22600000
0.23500000
0.21850000
0.22750000
0.21850000
0.23350000
0.22150000
0.22750000
0.21700000
0.23200000
0.21250000
0.23050000
0.23200000
0.21850000
0.22750000
0.23200000
0.23350000
0.21100000
0.23350000
0.23050000
0.23200000
0.21850000
0.21700000
0.22900000
0.23050000
0.22150000
0.23350000
0.22450000
0.22600000
0.22300000
0.22000000
0.24100000
0.22000000
0.23050000
0.22150000
0.23800000
0.22000000
0.23950000
0.23200000
0.24850000
0.21100000
0.20800000
0.22150000
0.22000000
0.22750000
0.22000000
0.21850000
0.23650000
0.22600000
0.22450000
0.22900000
0.22000000
0.22300000
0.21550000
